cutoff,subsystem,ftype,n_fail_cum,gamma,m1,m1_lo95,m1_hi95,m3,m3_lo95,m3_hi95,max_rhat
2020-05-31,5,6,0,739.6628745990789,541.6453379510431,91.11610023357049,4050.7867191062574,15000.487775472406,4.409317284792074e-20,102.70341589111456,1.0033713146699943
2020-05-31,6,1,1,318.82894457977596,221.74814280064768,52.34936289117975,1133.013827079759,167.63769481052174,2.8787192113731954e-08,139.08082320439894,1.0033713146699943
2020-05-31,7,1,1,519.7193432305494,295.29514050014484,60.05513202992661,1912.2599009754606,172.39298182726915,9.65504248575852e-15,167.21788079741432,1.0033713146699943
2020-05-31,7,2,1,230.22022877632855,187.72251555113655,45.401436762090576,961.6828097585992,171.7528138723814,1.8556232348204086e-14,136.83920098641326,1.0033713146699943
2020-05-31,7,6,0,2749.8947901162087,1502.303480009156,172.9934825625408,16165.356803049657,47410.78535813435,6.472845958784985e-21,28.579877617604634,1.0033713146699943
2020-05-31,8,1,0,580.4246541830065,457.27591855004647,78.61131416868483,3245.322818591428,11995.134061960249,6.829705897266272e-19,108.03223043096408,1.0033713146699943
2020-05-31,8,2,0,356.5207380641536,307.70109196588555,61.94898334937971,1883.928424304025,7246.45649091711,3.56066066322908e-16,183.82416618989438,1.0033713146699943
2020-05-31,8,6,0,1985.3992033249274,1173.7405427338417,150.01564299062034,10331.102142595482,35613.63751344466,7.966191460181011e-21,50.40688304545286,1.0033713146699943
2020-05-31,9,1,7,125.32239270984438,35.106583197749174,15.550288440473015,81.69819023152024,24.67035852418875,6.351812262565658,38.31062574560251,1.0033713146699943
2020-05-31,9,2,1,484.33832355510623,279.0192845544537,59.36809817872776,1663.5047934450163,157.61339779286098,0.00012216078552614062,160.58528058949847,1.0033713146699943
2020-05-31,9,6,0,5015.014753058079,2565.3317677347563,252.50940736752668,27960.505061796317,81345.18093542827,4.657479967202458e-21,24.80752689741038,1.0033713146699943
2020-05-31,10,1,1,10203.774905472132,2128.242403406443,230.649794724298,21287.521559381345,172.55076076072783,4.7897935686818607e-14,201.605420446942,1.0033713146699943
2020-05-31,10,2,3,4780.837452736066,264.5396938384702,57.220327759189225,1520.868440352001,57.208376779773765,7.224949892602878e-11,81.43720469413846,1.0033713146699943
2020-05-31,10,6,2,85400.41660364809,4627.234693864591,428.07971655893346,49715.2785927963,86.86903020774793,1.045550109985714e-09,128.79689946883795,1.0033713146699943
2020-05-31,11,1,0,898.7620394233611,641.2614554497633,101.080149112923,5099.536389286507,17848.38213818218,2.872857644273947e-20,71.97496922210537,1.0033713146699943
2020-05-31,11,2,0,1072.958668134379,731.6795670148479,105.23859260883057,6201.24049258029,20851.598961524272,1.617174797151967e-20,59.323618796146945,1.0033713146699943
2020-05-31,11,6,0,5816.258347915242,2914.6045587188896,301.69775810313945,29296.50009119773,93184.2545980274,4.036179193029585e-21,44.525476199669406,1.0033713146699943
2020-05-31,12,1,2,299.0294532209202,146.47283982021082,39.35182845020823,667.1233435981466,86.38929305506238,2.854915594541851e-10,127.10169916420298,1.0033713146699943
2020-05-31,12,2,0,420.6765088444297,357.5766251267609,70.42229702339878,2334.9638645578484,8706.691321702705,5.175543950134831e-17,175.32125977288794,1.0033713146699943
2020-05-31,12,6,0,1562.6741192714906,986.7776966449045,129.71602088570535,8741.376021565433,28914.232767516067,1.0738468752447449e-20,33.787539127752076,1.0033713146699943
2020-05-31,13,1,0,4681.449895991214,2409.857213582591,249.93394897575527,25867.94170556938,76399.30601848371,4.481010760971727e-21,37.72192115620248,1.0033713146699943
2020-05-31,13,2,0,2423.0751780845876,1397.3568024382207,162.40783797673404,13991.349747833234,42404.67128412489,6.428071954104381e-21,25.515800802223943,1.0033713146699943
2020-05-31,13,6,0,27272.080467472642,11855.72401549355,984.7034881169253,135591.22870631565,405551.15283380024,3.2559797323868926e-21,46.03001783219123,1.0033713146699943
2020-05-31,14,1,2,553.4080604922577,189.23556131749388,45.264067367216605,966.1116557588023,85.24644649997136,4.21668492472548e-15,85.16398137046748,1.0033713146699943
2020-05-31,14,2,2,51100.44993698142,2926.6357513936823,273.41064652551984,31689.566744569613,86.44894561953143,1.1918556933587688e-11,121.37852400642205,1.0033713146699943
